dte,stop_loss,dte_min,iv_percentile,initial_capital,final_value,total_pnl,total_return_pct,annualized_return_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,volatility_pct,total_trades,winning_trades,losing_trades,win_rate_pct,avg_win,avg_loss,largest_win,largest_loss,profit_factor,avg_days_in_trade,positive_months,total_months,positive_months_pct,best_month_pct,worst_month_pct,avg_monthly_return_pct
20,-0.7,1,10,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,20,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,30,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,40,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,50,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,60,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,70,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,80,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,90,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
20,-0.7,1,100,10000,13190.350665584465,3190.350665584465,31.903506655844648,37.92802752796156,2.0809149185973377,8.232985458513918,-5.7582792603374555,6.593928998795811,15.121414943622396,216,75,141,34.72222222222222,114.14844943475993,-34.08924143278271,830.032346203215,-155.98986016298693,1.7811267656794527,1.4768518518518519,7,10,70.0,14.49876266789094,-2.37247728505271,2.6993927860110567
